gene_id	LC_C1_nor	LC_C2_nor	LC_C3_nor	LC_C5_nor	LC_C1	LC_C2	LC_C3	LC_C5
ENSG00000280627	0	0	0	0	0	0	0	0
ENSG00000280812	0	0	0	0	0	0	0	0
ENSG00000281024	0	0	0	0	0	0	0	0
ENSG00000280951	0	0	0	0	0	0	0	0
ENSG00000281245	0	0	0	0	0	0	0	0
ENSG00000280706	0	0	0	0	0	0	0	0
ENSG00000281244	0	0	0	0	0	0	0	0
ENSG00000280479	0	0	0	0	0	0	0	0
ENSG00000281165	0	0	0	0	0	0	0	0
ENSG00000281256	0	0	0	0	0	0	0	0
ENSG00000281813	0	0	0	0	0	0	0	0
ENSG00000281770	0	0	0	0	0	0	0	0
ENSG00000281086	0	0	0	0	0	0	0	0
ENSG00000281660	0	0	0	0	0	0	0	0
ENSG00000281277	0	0	0	0	0	0	0	0
ENSG00000281029	0	0	0	0	0	0	0	0
ENSG00000281705	0	0	0	0	0	0	0	0
ENSG00000280975	0	0	0	0	0	0	0	0
ENSG00000281913	0	0	0	0	0	0	0	0
ENSG00000280582	0	0	0	0	0	0	0	0
ENSG00000281697	0	0	0	0	0	0	0	0
ENSG00000280831	0	0	0	0	0	0	0	0
ENSG00000280495	0	0	0	0	0	0	0	0
ENSG00000281481	0	0	0	0	0	0	0	0
ENSG00000281500	0	0	0	0	0	0	0	0
ENSG00000281860	0	0	0	0	0	0	0	0
ENSG00000280682	0	0	0	0	0	0	0	0
ENSG00000281163	0	0	0	0	0	0	0	0
ENSG00000280967	0	0	0	0	0	0	0	0
ENSG00000280616	0	0	0	0	0	0	0	0
ENSG00000280774	0	0	0	0	0	0	0	0
ENSG00000281677	0	0	0	0	0	0	0	0
ENSG00000281320	0	0	0	0	0	0	0	0
ENSG00000281403	0	0	0	0	0	0	0	0
ENSG00000280548	0	0	0	0	0	0	0	0
ENSG00000281123	0	0	0	0	0	0	0	0
ENSG00000280932	0	0	0	0	0	0	0	0
ENSG00000281221	0	0	0	0	0	0	0	0
ENSG00000281526	0	0	0	0	0	0	0	0
ENSG00000280664	0	0	0	0	0	0	0	0
ENSG00000281233	0	0	0	0	0	0	0	0
ENSG00000281601	0	0	0	0	0	0	0	0
ENSG00000281009	0	0	0	0	0	0	0	0
ENSG00000280568	0	0	0	0	0	0	0	0
ENSG00000280797	0	0	0	0	0	0	0	0
ENSG00000281013	0	0	0	0	0	0	0	0
ENSG00000281750	0	0	0	0	0	0	0	0
ENSG00000280714	0	0	0	0	0	0	0	0
ENSG00000280705	0	0	0	0	0	0	0	0
ENSG00000281908	0	0	0	0	0	0	0	0
ENSG00000281757	0	0	0	0	0	0	0	0
ENSG00000281004	0	0	0	0	0	0	0	0
ENSG00000280905	0	0	0	0	0	0	0	0
ENSG00000281053	0	0	0	0	0	0	0	0
ENSG00000281266	0	0	0	0	0	0	0	0
ENSG00000281465	0	0	0	0	0	0	0	0
ENSG00000281387	0	0	0	0	0	0	0	0
ENSG00000281478	0	0	0	0	0	0	0	0
ENSG00000281436	0	0	0	0	0	0	0	0
ENSG00000281211	0	0	0	0	0	0	0	0
ENSG00000280963	0	0	0	0	0	0	0	0
ENSG00000281230	0	0	0	0	0	0	0	0
ENSG00000281067	0	0	0	0	0	0	0	0
ENSG00000281552	0	0	0	0	0	0	0	0
ENSG00000280680	0	0	0	0	0	0	0	0
ENSG00000281499	0	0	0	0	0	0	0	0
ENSG00000280937	0	0	0	0	0	0	0	0
ENSG00000281132	0	0	0	0	0	0	0	0
ENSG00000281226	0	0	0	0	0	0	0	0
ENSG00000281459	0	0	0	0	0	0	0	0
ENSG00000280549	0	0	0	0	0	0	0	0
ENSG00000281810	0	0	0	0	0	0	0	0
ENSG00000280908	0	0	0	0	0	0	0	0
ENSG00000281835	0	0	0	0	0	0	0	0
ENSG00000280949	0	0	0	0	0	0	0	0
ENSG00000281391	0	0	0	0	0	0	0	0
ENSG00000281540	0	0	0	0	0	0	0	0
ENSG00000281885	0	0	0	0	0	0	0	0
ENSG00000280792	0	0	0	0	0	0	0	0
ENSG00000281384	0	0	0	0	0	0	0	0
ENSG00000281614	0	0	0	0	0	0	0	0
ENSG00000280669	0	0	0	0	0	0	0	0
ENSG00000281089	0	0	0	0	0	0	0	0
ENSG00000280652	0	0	0	0	0	0	0	0
ENSG00000281388	0	0	0	0	0	0	0	0
ENSG00000281857	0	0	0	0	0	0	0	0
ENSG00000280928	0	0	0	0	0	0	0	0
ENSG00000281623	0	0	0	0	0	0	0	0
ENSG00000281766	0	0	0	0	0	0	0	0
ENSG00000280864	0	0	0	0	0	0	0	0
ENSG00000281822	0	0	0	0	0	0	0	0
ENSG00000280505	0	0	0	0	0	0	0	0
ENSG00000280775	0	0	0	0	0	0	0	0
ENSG00000281118	0	0	0	0	0	0	0	0
ENSG00000280931	0	0	0	0	0	0	0	0
ENSG00000280808	0	0	0	0	0	0	0	0
ENSG00000281056	0	0	0	0	0	0	0	0
ENSG00000281563	0	0	0	0	0	0	0	0
ENSG00000280899	0	0	0	0	0	0	0	0
ENSG00000281716	0	0	0	0	0	0	0	0
ENSG00000281680	0	0	0	0	0	0	0	0
ENSG00000281166	0	0	0	0	0	0	0	0
ENSG00000281449	0	0	0	0	0	0	0	0
ENSG00000281442	0	0	0	0	0	0	0	0
ENSG00000281324	0	0	0	0	0	0	0	0
ENSG00000280475	0	0	0	0	0	0	0	0
ENSG00000206783	0	0	0	0	0	0	0	0
ENSG00000281874	0	0	0	0	0	0	0	0
ENSG00000207477	0	0	0	0	0	0	0	0
ENSG00000281818	0	0	0	0	0	0	0	0
ENSG00000281051	0	0	0	0	0	0	0	0
ENSG00000281234	0	0	0	0	0	0	0	0
ENSG00000280689	0	0	0	0	0	0	0	0
ENSG00000281168	0	0	0	0	0	0	0	0
ENSG00000280962	0	0	0	0	0	0	0	0
ENSG00000281671	0	0	0	0	0	0	0	0
ENSG00000281525	0	0	0	0	0	0	0	0
ENSG00000280651	0	0	0	0	0	0	0	0
ENSG00000281840	0	0	0	0	0	0	0	0
ENSG00000280477	0	0	0	0	0	0	0	0
ENSG00000280531	0	0	0	0	0	0	0	0
ENSG00000281509	0	0	0	0	0	0	0	0
ENSG00000281252	0	0	0	0	0	0	0	0
ENSG00000281175	0	0	0	0	0	0	0	0
ENSG00000281616	0	0	0	0	0	0	0	0
ENSG00000281084	0	0	0	0	0	0	0	0
ENSG00000281911	0	0	0	0	0	0	0	0
ENSG00000280895	0	0	0	0	0	0	0	0
ENSG00000281878	0	0	0	0	0	0	0	0
ENSG00000281865	0	0	0	0	0	0	0	0
ENSG00000282162	0	0	0	0	0	0	0	0
ENSG00000281934	0	0	0	0	0	0	0	0
ENSG00000282116	0	0	0	0	0	0	0	0
ENSG00000282175	0	0	0	0	0	0	0	0
ENSG00000282817	0	0	0	0	0	0	0	0
ENSG00000282584	0	0	0	0	0	0	0	0
ENSG00000282663	0	0	0	0	0	0	0	0
ENSG00000279195	0	0	0	0	0	0	0	0
ENSG00000282338	0	0	0	0	0	0	0	0
ENSG00000282549	0	0	0	0	0	0	0	0
ENSG00000282119	0	0	0	0	0	0	0	0
ENSG00000282792	0	0	0	0	0	0	0	0
ENSG00000282791	0	0	0	0	0	0	0	0
ENSG00000281987	0	0	0	0	0	0	0	0
ENSG00000282437	0	0	0	0	0	0	0	0
ENSG00000282566	0	0	0	0	0	0	0	0
ENSG00000282559	0	0	0	0	0	0	0	0
ENSG00000282258	0	0	0	0	0	0	0	0
ENSG00000282562	0	0	0	0	0	0	0	0
ENSG00000282530	0	0	0	0	0	0	0	0
ENSG00000282468	0	0	0	0	0	0	0	0
ENSG00000282341	0	0	0	0	0	0	0	0
ENSG00000282095	0	0	0	0	0	0	0	0
ENSG00000282298	0	0	0	0	0	0	0	0
ENSG00000282741	0	0	0	0	0	0	0	0
ENSG00000282212	0	0	0	0	0	0	0	0
ENSG00000282289	0	0	0	0	0	0	0	0
ENSG00000282424	0	0	0	0	0	0	0	0
ENSG00000282216	0	0	0	0	0	0	0	0
ENSG00000282288	0	0	0	0	0	0	0	0
ENSG00000282583	0	0	0	0	0	0	0	0
ENSG00000282125	0	0	0	0	0	0	0	0
ENSG00000282172	0	0	0	0	0	0	0	0
ENSG00000282050	0	0	0	0	0	0	0	0
ENSG00000282699	0	0	0	0	0	0	0	0
ENSG00000282448	0	0	0	0	0	0	0	0
ENSG00000282801	0	0	0	0	0	0	0	0
ENSG00000282163	0	0	0	0	0	0	0	0
ENSG00000282310	0	0	0	0	0	0	0	0
ENSG00000282158	0	0	0	0	0	0	0	0
ENSG00000282758	0	0	0	0	0	0	0	0
ENSG00000282248	0	0	0	0	0	0	0	0
ENSG00000282784	0	0	0	0	0	0	0	0
ENSG00000282694	0	0	0	0	0	0	0	0
ENSG00000282603	0	0	0	0	0	0	0	0
ENSG00000282251	0	0	0	0	0	0	0	0
ENSG00000282447	0	0	0	0	0	0	0	0
ENSG00000282282	0	0	0	0	0	0	0	0
ENSG00000281978	0	0	0	0	0	0	0	0
ENSG00000282200	0	0	0	0	0	0	0	0
ENSG00000282244	0	0	0	0	0	0	0	0
ENSG00000282402	0	0	0	0	0	0	0	0
ENSG00000282210	0	0	0	0	0	0	0	0
ENSG00000282762	0	0	0	0	0	0	0	0
ENSG00000282093	0	0	0	0	0	0	0	0
ENSG00000282671	0	0	0	0	0	0	0	0
ENSG00000282062	0	0	0	0	0	0	0	0
ENSG00000282622	0	0	0	0	0	0	0	0
ENSG00000282000	0	0	0	0	0	0	0	0
ENSG00000282666	0	0	0	0	0	0	0	0
ENSG00000282025	0	0	0	0	0	0	0	0
ENSG00000282635	0	0	0	0	0	0	0	0
ENSG00000281933	0	0	0	0	0	0	0	0
ENSG00000282743	0	0	0	0	0	0	0	0
ENSG00000282571	0	0	0	0	0	0	0	0
ENSG00000282811	0	0	0	0	0	0	0	0
ENSG00000282149	0	0	0	0	0	0	0	0
ENSG00000282157	0	0	0	0	0	0	0	0
ENSG00000282646	0	0	0	0	0	0	0	0
ENSG00000282394	0	0	0	0	0	0	0	0
ENSG00000282387	0	0	0	0	0	0	0	0
ENSG00000282120	0	0	0	0	0	0	0	0
ENSG00000282182	0	0	0	0	0	0	0	0
ENSG00000282739	0	0	0	0	0	0	0	0
ENSG00000282510	0	0	0	0	0	0	0	0
ENSG00000282585	0	0	0	0	0	0	0	0
ENSG00000282296	0	0	0	0	0	0	0	0
ENSG00000282467	0	0	0	0	0	0	0	0
ENSG00000282193	0	0	0	0	0	0	0	0
ENSG00000282362	0	0	0	0	0	0	0	0
ENSG00000282654	0	0	0	0	0	0	0	0
ENSG00000282517	0	0	0	0	0	0	0	0
ENSG00000282324	0	0	0	0	0	0	0	0
ENSG00000282509	0	0	0	0	0	0	0	0
ENSG00000282767	0	0	0	0	0	0	0	0
ENSG00000282328	0	0	0	0	0	0	0	0
ENSG00000282187	0	0	0	0	0	0	0	0
ENSG00000282400	0	0	0	0	0	0	0	0
ENSG00000282316	0	0	0	0	0	0	0	0
ENSG00000282096	0	0	0	0	0	0	0	0
ENSG00000282249	0	0	0	0	0	0	0	0
ENSG00000282009	0	0	0	0	0	0	0	0
ENSG00000282722	0	0	0	0	0	0	0	0
ENSG00000282729	0	0	0	0	0	0	0	0
ENSG00000282088	0	0	0	0	0	0	0	0
ENSG00000282442	0	0	0	0	0	0	0	0
ENSG00000282276	0	0	0	0	0	0	0	0
ENSG00000282554	0	0	0	0	0	0	0	0
ENSG00000282670	0	0	0	0	0	0	0	0
ENSG00000282140	0	0	0	0	0	0	0	0
ENSG00000282275	0	0	0	0	0	0	0	0
ENSG00000282207	0	0	0	0	0	0	0	0
ENSG00000282689	0	0	0	0	0	0	0	0
ENSG00000282177	0	0	0	0	0	0	0	0
ENSG00000282701	0	0	0	0	0	0	0	0
ENSG00000282773	0	0	0	0	0	0	0	0
ENSG00000282582	0	0	0	0	0	0	0	0
ENSG00000282547	0	0	0	0	0	0	0	0
ENSG00000281960	0	0	0	0	0	0	0	0
ENSG00000282109	0	0	0	0	0	0	0	0
ENSG00000282068	0	0	0	0	0	0	0	0
ENSG00000282629	0	0	0	0	0	0	0	0
ENSG00000282369	0	0	0	0	0	0	0	0
ENSG00000282168	0	0	0	0	0	0	0	0
ENSG00000281931	0	0	0	0	0	0	0	0
ENSG00000282081	0	0	0	0	0	0	0	0
ENSG00000282555	0	0	0	0	0	0	0	0
ENSG00000282046	0	0	0	0	0	0	0	0
ENSG00000282410	0	0	0	0	0	0	0	0
ENSG00000223972	1	1	3	1	0	1	6	1
ENSG00000227232	82	111	130	123	106	97	135	78
ENSG00000278267	2	0	3	4	4	3	5	2
ENSG00000243485	0	0	0	0	0	1	2	0
ENSG00000274890	0	0	0	0	0	0	0	0
ENSG00000237613	0	0	1	0	1	1	0	0
ENSG00000268020	0	0	0	0	0	0	0	0
ENSG00000240361	0	0	0	0	0	0	0	0
ENSG00000186092	0	0	0	0	0	0	0	0
ENSG00000238009	4	5	2	1	25	6	3	2
ENSG00000239945	0	0	0	0	0	0	0	0
ENSG00000233750	8	7	9	7	32	11	10	8
ENSG00000268903	43	95	80	62	124	86	82	37
ENSG00000269981	40	64	54	31	127	87	48	28
ENSG00000239906	4	8	4	12	34	21	4	4
ENSG00000241860	26	59	32	29	96	76	5	10
ENSG00000222623	0	0	0	0	3	0	0	0
ENSG00000241599	0	0	0	0	2	1	0	1
ENSG00000279928	0	0	2	0	2	0	0	0
ENSG00000279457	97	110	158	178	120	107	171	122
ENSG00000273874	1	0	2	5	3	0	2	2
ENSG00000275135	0	0	0	0	0	0	0	0
ENSG00000228463	0	3	8	6	49	3	13	4
ENSG00000241670	0	0	0	0	0	0	0	0
ENSG00000236679	1	0	0	2	2	4	0	1
ENSG00000236743	2	0	0	0	0	0	1	1
ENSG00000236601	1	0	0	0	1	0	1	0
ENSG00000237094	57	89	54	74	174	105	23	49
ENSG00000269732	0	0	0	0	0	0	0	0
ENSG00000278566	0	0	0	0	0	0	1	0
ENSG00000224813	0	0	0	0	0	0	0	0
ENSG00000233653	1	8	4	4	13	7	1	1
ENSG00000250575	56	114	60	68	118	89	65	44
ENSG00000278757	0	2	0	0	1	1	0	0
ENSG00000231709	0	0	0	0	2	0	1	0
ENSG00000235146	0	0	0	0	2	0	0	0
ENSG00000239664	0	0	0	1	0	0	0	0
ENSG00000230021	2	6	2	2	11	5	3	2
ENSG00000223659	0	0	0	0	0	0	0	0
ENSG00000225972	134	243	207	180	148	196	506	245
ENSG00000225630	2469	6370	4122	2996	4149	6079	4879	6013
ENSG00000276171	873	1443	1438	1104	546	659	885	739
ENSG00000237973	5560	10073	8762	8275	11112	15464	11631	10766
ENSG00000278791	175	386	373	288	365	459	473	303
ENSG00000229344	53	143	105	77	155	229	232	139
ENSG00000240409	1	4	1	1	3	0	0	2
ENSG00000248527	2420	5733	4165	2678	3400	6450	7407	3515
ENSG00000198744	140	239	210	192	223	277	322	249
ENSG00000268663	0	0	0	0	0	0	0	0
ENSG00000273547	0	0	0	0	0	0	1	0
ENSG00000229376	5	5	7	6	14	4	2	6
ENSG00000224956	53	90	62	62	96	66	71	31
ENSG00000235373	15	44	13	28	96	66	4	16
ENSG00000223181	0	0	0	0	0	0	0	0
ENSG00000240618	1	2	2	1	2	2	0	2
ENSG00000229905	0	0	0	0	0	0	0	0
ENSG00000228327	9	10	7	18	11	13	0	5
ENSG00000237491	35	30	46	54	32	53	43	57
ENSG00000230092	2	10	7	7	4	9	0	7
ENSG00000177757	3	5	8	8	5	11	2	6
ENSG00000228794	135	178	151	302	190	152	93	300
ENSG00000225880	8	9	14	20	13	28	11	11
ENSG00000230368	3	3	3	4	1	5	1	2
ENSG00000234711	0	1	1	5	0	1	0	4
ENSG00000272438	1	1	0	0	3	0	0	2
ENSG00000230699	0	1	0	66	8	6	2	61
ENSG00000241180	0	0	0	0	0	0	0	0
ENSG00000223764	20	27	17	33	62	29	36	56
ENSG00000187634	62	105	100	141	169	103	160	147
ENSG00000188976	157	262	275	286	313	292	281	310
ENSG00000187961	57	86	74	97	136	94	92	90
ENSG00000277294	0	0	0	0	0	0	0	0
ENSG00000187583	5	7	11	21	64	43	20	30
ENSG00000187642	5	2	6	13	16	11	15	9
ENSG00000272512	33	19	50	83	80	18	19	44
ENSG00000188290	106	129	161	190	82	32	46	66
ENSG00000187608	152	254	162	157	633	251	288	182
ENSG00000231702	2	0	0	2	5	2	0	3
ENSG00000224969	0	1	2	5	12	3	2	3
ENSG00000188157	1439	2738	2516	2234	3888	1548	1573	1539
ENSG00000242590	0	0	0	0	0	0	0	0
ENSG00000217801	12	6	24	25	57	28	40	34
ENSG00000273443	1	1	2	2	19	6	2	9
ENSG00000237330	2	3	18	6	30	2	12	8
ENSG00000131591	74	130	128	119	93	119	94	59
ENSG00000223823	1	1	7	1	1	2	4	1
ENSG00000207730	0	1	6	3	0	0	0	1
ENSG00000207607	2	0	7	5	0	0	2	0
ENSG00000198976	1	1	3	4	1	2	3	3
ENSG00000272141	9	9	50	50	9	26	76	12
ENSG00000205231	2	0	69	64	1	8	7	3
ENSG00000162571	4	5	105	99	3	12	21	5
ENSG00000186891	9	10	5	30	24	39	44	37
ENSG00000186827	26	40	29	41	36	46	46	48
ENSG00000078808	514	900	829	871	668	747	655	555
ENSG00000176022	131	259	193	200	134	154	222	170
ENSG00000184163	2	9	4	7	6	2	5	4
ENSG00000260179	3	3	1	6	0	1	1	2
ENSG00000160087	170	315	307	291	246	285	338	248
ENSG00000230415	5	4	1	4	9	6	6	4
ENSG00000162572	16	39	42	42	61	45	45	45
ENSG00000131584	307	455	519	551	498	351	374	318
ENSG00000278073	0	0	0	0	0	0	0	0
ENSG00000169972	51	66	88	81	56	67	98	76
ENSG00000127054	399	658	764	703	559	628	617	484
ENSG00000274153	0	0	0	0	0	0	0	0
ENSG00000240731	46	50	71	79	52	48	35	38
ENSG00000224051	114	233	227	182	199	196	191	147
ENSG00000169962	3	18	15	12	74	20	36	29
ENSG00000107404	267	515	628	430	431	306	439	345
ENSG00000275884	0	0	0	0	0	0	0	0
ENSG00000162576	430	778	623	657	1506	615	572	488
ENSG00000175756	171	357	319	317	245	264	482	244
ENSG00000223663	0	0	1	2	0	1	3	0
ENSG00000221978	1484	2404	2017	2251	1981	2427	1952	1827
ENSG00000224870	117	224	236	199	164	292	345	203
ENSG00000242485	193	346	341	264	224	367	448	249
ENSG00000264293	0	0	0	0	0	0	0	0
ENSG00000272455	15	9	48	22	37	47	63	20
ENSG00000235098	127	159	259	226	216	203	463	89
ENSG00000225905	5	9	12	12	3	2	5	2
ENSG00000205116	1	4	0	1	4	2	0	4
ENSG00000225285	13	10	21	21	20	15	48	17
ENSG00000179403	454	708	497	685	1236	661	817	720
ENSG00000215915	63	74	105	93	132	50	216	64
ENSG00000160072	166	270	244	276	321	253	271	216
ENSG00000197785	49	76	78	79	100	76	121	73
ENSG00000205090	4	9	9	12	13	1	8	13
ENSG00000160075	403	794	683	620	397	556	738	489
ENSG00000215014	11	11	23	5	6	14	10	23
ENSG00000279244	0	1	0	0	0	0	0	0
ENSG00000274481	0	0	0	0	0	0	0	0
ENSG00000280747	0	0	0	0	0	0	0	0
ENSG00000228594	63	82	58	53	109	94	206	49
ENSG00000272106	57	102	119	93	41	87	143	59
ENSG00000197530	270	609	561	585	377	365	421	366
ENSG00000189409	33	84	80	67	51	23	35	29
ENSG00000248333	214	328	319	316	219	312	294	256
ENSG00000272004	34	143	46	135	50	162	59	135
ENSG00000189339	558	1195	791	1290	750	1419	592	1145
ENSG00000269737	50	23	68	61	63	28	20	40
ENSG00000269227	27	17	34	28	33	12	6	15
ENSG00000215914	12	41	38	36	20	17	21	10
ENSG00000008128	28	55	49	57	37	58	43	44
ENSG00000268575	42	74	96	80	38	75	25	36
ENSG00000227775	161	137	393	182	187	171	191	109
ENSG00000215790	56	116	125	115	54	104	30	75
ENSG00000008130	425	739	592	514	471	876	728	529
ENSG00000078369	1990	3569	3027	2605	2871	2823	2247	2668
ENSG00000231050	0	1	4	0	0	4	5	2
ENSG00000169885	1	6	0	7	10	4	18	3
ENSG00000178821	0	6	8	13	6	2	7	2
ENSG00000142609	3	0	121	78	4	6	13	0
ENSG00000233542	0	3	1	0	5	0	0	1
ENSG00000187730	10	7	7	2	29	1	3	7
ENSG00000226969	1	1	0	0	0	0	0	1
ENSG00000067606	238	287	436	384	70	199	236	157
ENSG00000271806	4	5	6	14	0	7	3	5
ENSG00000182873	67	92	112	101	34	83	40	72
ENSG00000162585	263	479	553	457	232	301	438	253
ENSG00000234396	1	1	4	6	2	0	2	2
ENSG00000277082	0	0	0	1	0	0	0	0
ENSG00000157933	1253	2247	1610	1537	1150	918	813	1429
ENSG00000116151	17	46	83	51	54	54	53	28
ENSG00000272161	0	0	3	1	0	1	2	0
ENSG00000269896	15	27	48	37	53	36	13	23
ENSG00000272420	3	6	7	3	9	3	6	2
ENSG00000157916	592	972	1017	890	756	905	986	805
ENSG00000157911	310	574	631	421	411	410	581	379
ENSG00000149527	6	29	57	103	142	66	95	43
ENSG00000224387	0	0	1	4	2	1	0	1
ENSG00000229393	0	0	2	1	1	1	2	0
ENSG00000157881	82	107	98	107	88	113	110	87
ENSG00000197921	3	0	3	0	0	1	0	2
ENSG00000272449	6	11	26	15	8	15	26	5
ENSG00000238164	132	329	209	291	237	458	240	206
ENSG00000157873	489	1115	673	1006	681	1647	834	839
ENSG00000225931	4	8	3	8	5	9	5	7
ENSG00000228037	0	4	3	1	4	6	3	4
ENSG00000157870	136	301	237	252	378	436	237	214
ENSG00000142606	46	94	75	73	79	106	61	57
ENSG00000237058	0	0	4	2	0	3	4	0
ENSG00000215912	7	22	56	42	9	27	14	8
ENSG00000233234	0	0	0	0	0	0	0	0
ENSG00000231630	0	0	0	0	0	0	0	0
ENSG00000169717	0	0	0	0	0	0	0	0
ENSG00000177133	90	74	150	130	10	44	75	28
ENSG00000142611	154	245	331	214	65	113	170	76
ENSG00000226286	2	1	11	4	0	2	11	4
ENSG00000279839	0	1	0	1	1	0	0	0
ENSG00000272235	1	1	8	1	1	1	0	0
ENSG00000130762	42	59	98	93	180	83	148	75
ENSG00000272088	1	2	4	3	1	2	0	0
ENSG00000162591	363	691	574	537	365	348	458	271
ENSG00000207776	0	0	0	1	0	0	1	0
ENSG00000238260	1	5	12	6	1	6	11	5
ENSG00000158109	399	671	843	636	379	546	679	412
ENSG00000116213	97	174	135	164	159	172	166	94
ENSG00000078900	10	17	154	113	47	51	48	19
ENSG00000227589	2	1	0	0	1	1	4	0
ENSG00000235131	0	0	0	0	0	0	0	0
ENSG00000227372	308	522	573	430	349	412	333	282
ENSG00000276189	5	11	15	5	3	6	8	3
ENSG00000162592	0	1	1	0	1	3	1	0
ENSG00000235169	10	17	8	12	1	8	18	6
ENSG00000130764	251	417	435	334	322	350	490	286
ENSG00000266075	1	4	4	5	1	5	3	2
ENSG00000272153	19	24	29	24	24	34	32	11
ENSG00000116198	202	342	428	299	220	273	234	226
ENSG00000169598	64	105	105	73	85	82	124	86
ENSG00000198912	137	257	208	186	170	231	243	176
ENSG00000236423	4	11	6	4	3	6	3	8
ENSG00000233304	0	0	0	0	0	0	0	0
ENSG00000226374	0	0	0	0	0	0	0	0
ENSG00000229280	0	0	0	0	0	0	0	0
ENSG00000235054	0	0	0	0	0	0	0	0
ENSG00000227169	0	0	0	0	0	0	0	0
ENSG00000232596	0	0	0	0	0	0	0	0
ENSG00000196581	6	41	28	46	9	11	4	13
ENSG00000277731	0	0	0	0	0	0	0	0
ENSG00000231510	0	0	0	0	0	0	0	0
ENSG00000260972	0	0	1	0	0	0	0	0
ENSG00000264341	0	0	0	0	0	0	0	0
ENSG00000236948	0	0	0	0	0	0	0	0
ENSG00000216045	0	0	0	0	0	0	0	0
ENSG00000264101	0	0	1	2	0	1	0	0
ENSG00000131697	74	112	121	130	91	96	105	83
ENSG00000266687	0	0	0	0	0	0	0	0
ENSG00000069424	493	1016	419	667	267	1811	455	729
ENSG00000116254	1	2	5	0	1	0	1	0
ENSG00000116251	840	1512	1698	1022	1096	1296	1852	1115
ENSG00000226944	0	1	8	3	4	4	11	4
ENSG00000158286	73	171	141	191	170	193	200	141
ENSG00000116237	510	967	905	786	1249	931	797	750
ENSG00000225077	0	2	2	0	4	1	0	1
ENSG00000173673	0	0	0	0	0	0	0	0
ENSG00000158292	187	518	299	265	218	223	158	183
ENSG00000097021	51	137	107	75	41	57	57	76
ENSG00000271746	6	8	11	5	0	2	5	2
ENSG00000069812	7	100	56	38	46	88	20	62
ENSG00000187017	7	16	87	60	111	44	68	56
ENSG00000265392	0	0	0	0	0	0	0	0
ENSG00000231868	0	1	3	1	5	0	0	3
ENSG00000215788	84	94	111	170	153	219	235	225
ENSG00000171680	142	237	207	211	210	148	170	172
ENSG00000162408	195	309	238	225	222	282	226	208
ENSG00000253022	0	0	0	0	1	0	0	0
ENSG00000229519	1	7	3	8	1	7	2	2
